==1598336== NVPROF is profiling process 1598336, command: /u/r/n/rnjain/sc22_artifact/sec5c_pagerank/gpu-app-collection/src/..//bin/11.2/release/pagerank_spmv data_dirs/pannotia/pagerank_spmv/data/rajat30.mtx 2
==1598336== Profiling application: /u/r/n/rnjain/sc22_artifact/sec5c_pagerank/gpu-app-collection/src/..//bin/11.2/release/pagerank_spmv data_dirs/pannotia/pagerank_spmv/data/rajat30.mtx 2
==1598336== Profiling result:
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","SrcMemType","DstMemType","Device","Context","Stream","System","Name","Correlation_ID"
2.692091,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"46847/250000","[Power/Limit (mW)]",
2.692260,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43","[Fan Speed (%)]",
2.742435,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"59","[Temperature (C)]",
2.744149,0.019808,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",182
2.744170,71.414756,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",183
2.744840,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"46092/250000","[Power/Limit (mW)]",
2.795322,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
2.795333,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"59","[Temperature (C)]",
2.797666,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"46173/250000","[Power/Limit (mW)]",
2.797829,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43","[Fan Speed (%)]",
2.815587,0.019744,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",184
2.815608,71.412771,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",185
2.847947,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
2.850320,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"46285/250000","[Power/Limit (mW)]",
2.875726,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
2.875737,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"59","[Temperature (C)]",
2.878097,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"46181/250000","[Power/Limit (mW)]",
2.878261,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43","[Fan Speed (%)]",
2.887022,0.019872,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",186
2.887044,71.437892,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",187
2.928448,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
2.932348,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"46181/250000","[Power/Limit (mW)]",
2.958483,0.019839,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",188
2.958505,71.443620,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",189
2.982867,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
2.982878,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
2.985214,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"46373/250000","[Power/Limit (mW)]",
2.985381,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43","[Fan Speed (%)]",
3.029950,0.019840,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",190
3.029972,71.451363,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",191
3.035558,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
3.038788,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"47240/250000","[Power/Limit (mW)]",
3.089276,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
3.089287,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
3.091625,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"46092/250000","[Power/Limit (mW)]",
3.091904,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43","[Fan Speed (%)]",
3.101425,0.019744,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",192
3.101446,71.414915,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",193
3.142079,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
3.144454,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"46173/250000","[Power/Limit (mW)]",
3.172863,0.019872,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",194
3.172884,71.439844,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",195
3.195066,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
3.195077,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
3.199915,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"46574/250000","[Power/Limit (mW)]",
3.200079,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43","[Fan Speed (%)]",
3.225175,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
3.227568,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"46277/250000","[Power/Limit (mW)]",
3.244326,0.019744,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",196
3.244347,71.393443,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",197
3.278165,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
3.278176,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
3.282023,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"46470/250000","[Power/Limit (mW)]",
3.282186,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43","[Fan Speed (%)]",
3.315742,0.019840,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",198
3.315764,71.441348,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",199
3.332362,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
3.334763,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"46959/250000","[Power/Limit (mW)]",
3.385263,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
3.385274,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
3.387207,0.019743,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",200
3.387229,71.453540,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",201
3.387627,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"46269/250000","[Power/Limit (mW)]",
3.387796,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43","[Fan Speed (%)]",
3.437980,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
3.446664,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"46173/250000","[Power/Limit (mW)]",
3.458684,0.019872,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",202
3.458705,71.405187,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",203
3.497155,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
3.497166,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
3.499524,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"46188/250000","[Power/Limit (mW)]",
3.499804,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43","[Fan Speed (%)]",
3.524900,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
3.527247,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"46092/250000","[Power/Limit (mW)]",
3.530112,0.019744,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",204
3.530134,71.405092,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",205
3.577744,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
3.577755,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
3.580092,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"46181/250000","[Power/Limit (mW)]",
3.580426,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43","[Fan Speed (%)]",
3.601540,0.019744,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",206
3.601562,71.412899,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",207
3.630600,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
3.632963,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"46188/250000","[Power/Limit (mW)]",
3.672976,0.019744,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",208
3.672998,71.414788,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",209
3.683585,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
3.683598,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
3.688942,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"46951/250000","[Power/Limit (mW)]",
3.689106,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43","[Fan Speed (%)]",
3.739281,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
3.742206,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"46285/250000","[Power/Limit (mW)]",
3.744414,0.019808,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",210
3.744436,71.455108,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",211
3.792689,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
3.792700,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
3.795030,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"46173/250000","[Power/Limit (mW)]",
3.795195,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43","[Fan Speed (%)]",
3.815893,0.019680,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",212
3.815914,71.424355,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",213
3.845371,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
3.854042,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"46173/250000","[Power/Limit (mW)]",
3.879453,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
3.879464,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
3.881810,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"46188/250000","[Power/Limit (mW)]",
3.881975,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43","[Fan Speed (%)]",
3.887341,0.019680,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",214
3.887362,71.422404,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",215
3.932149,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
3.934496,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"46188/250000","[Power/Limit (mW)]",
3.958786,0.019711,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",216
3.958807,71.453252,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",217
3.984996,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
3.985007,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
3.987339,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"46373/250000","[Power/Limit (mW)]",
3.987503,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43","[Fan Speed (%)]",
4.030262,0.019744,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",218
4.030284,71.457187,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",219
4.037680,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
4.040030,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"47522/250000","[Power/Limit (mW)]",
4.090617,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
4.090631,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
4.097168,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"46173/250000","[Power/Limit (mW)]",
4.097332,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43","[Fan Speed (%)]",
4.101743,0.019840,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",220
4.101764,71.408835,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",221
4.147512,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
4.149933,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"46277/250000","[Power/Limit (mW)]",
4.173175,0.019680,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",222
4.173196,71.458948,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",223
4.175439,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
4.175450,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
4.179624,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"47722/250000","[Power/Limit (mW)]",
4.179792,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43","[Fan Speed (%)]",
4.229967,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
4.232314,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"46188/250000","[Power/Limit (mW)]",
4.244657,0.019871,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",224
4.244679,71.422372,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",225
4.282806,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
4.282820,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
4.285208,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"46373/250000","[Power/Limit (mW)]",
4.285372,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43","[Fan Speed (%)]",
4.316103,0.019712,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",226
4.316124,71.428739,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",227
4.335554,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
4.341696,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"46381/250000","[Power/Limit (mW)]",
4.387554,0.019712,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",228
4.387576,71.441572,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",229
4.392190,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
4.392200,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
4.394587,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"47321/250000","[Power/Limit (mW)]",
4.394754,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43","[Fan Speed (%)]",
4.444933,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
4.447271,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"45988/250000","[Power/Limit (mW)]",
4.459019,0.019679,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",230
4.459040,71.441700,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",231
4.497768,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
4.497779,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
4.500139,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"46285/250000","[Power/Limit (mW)]",
4.500420,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43","[Fan Speed (%)]",
4.525516,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
4.527889,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"46092/250000","[Power/Limit (mW)]",
4.530484,0.019776,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",232
4.530505,71.460899,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",233
4.578390,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
4.578400,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
4.580799,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"46084/250000","[Power/Limit (mW)]",
4.580925,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43","[Fan Speed (%)]",
4.601968,0.019744,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",234
4.601989,71.420483,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",235
4.631101,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
4.633442,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"46373/250000","[Power/Limit (mW)]",
4.673412,0.019872,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",236
4.673433,71.441764,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",237
4.683942,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
4.683952,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
4.686325,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"47144/250000","[Power/Limit (mW)]",
4.686581,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43","[Fan Speed (%)]",
4.736756,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
4.739415,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"46084/250000","[Power/Limit (mW)]",
4.744876,0.019840,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",238
4.744898,71.447459,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",239
4.790030,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
4.790041,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
4.794714,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"46092/250000","[Power/Limit (mW)]",
4.794880,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43","[Fan Speed (%)]",
4.816347,0.019744,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",240
4.816369,71.428195,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",241
4.845056,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
4.847431,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"46181/250000","[Power/Limit (mW)]",
4.887799,0.019712,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",242
4.887820,71.440068,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",243
4.897930,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
4.897941,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
4.900301,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"47148/250000","[Power/Limit (mW)]",
4.900465,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43","[Fan Speed (%)]",
4.925561,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
4.927931,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"46092/250000","[Power/Limit (mW)]",
4.959261,0.019904,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",244
4.959283,71.439652,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",245
4.978495,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
4.978506,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
4.981136,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"46373/250000","[Power/Limit (mW)]",
4.981263,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43","[Fan Speed (%)]",
5.030725,0.019776,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",246
5.030746,71.439683,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",247
5.031438,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
5.033778,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"47614/250000","[Power/Limit (mW)]",
5.084258,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
5.084269,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
5.086641,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"46084/250000","[Power/Limit (mW)]",
5.086766,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43","[Fan Speed (%)]",
5.102188,0.019776,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",248
5.102209,71.418499,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",249
5.136950,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"58","[Temperature (C)]",
